Cell_ID,Machine,OCV,DCIR,Capacity,Final_Result,Defect_Type
101161,M3,3.645,17.91,27.15,PASS,None
101162,M6,3.7,18.82,27.7,PASS,None
101163,M4,3.663,15.99,27.92,PASS,None
101164,M4,3.662,16.89,27.42,PASS,None
101165,M6,3.697,17.83,27.71,PASS,None
101166,M1,3.672,20.85,27.25,PASS,None
101167,M2,3.685,17.83,27.33,PASS,None
101168,M5,3.63,19.63,27.6,PASS,None
101169,M7,3.702,18.06,27.7,PASS,None
101170,M2,3.666,17.27,27.78,PASS,None
101171,M4,3.693,17.63,27.89,PASS,None
101172,M6,3.69,17.75,27.48,PASS,None
101173,M3,3.709,18.91,27.8,PASS,None
101174,M2,3.722,20.06,27.41,PASS,None
101175,M4,3.674,18.54,27.73,PASS,None
101176,M6,3.649,19.78,27.55,PASS,None
101177,M4,3.684,16.55,27.61,PASS,None
101178,M8,3.73,17.38,27.61,PASS,None
101179,M4,3.677,16.91,27.1,PASS,None
101180,M1,3.719,18.47,27.22,PASS,None
101181,M3,3.719,17.46,27.53,PASS,None
101182,M3,3.719,19.09,27.08,PASS,None
101183,M3,3.664,16.6,27.71,PASS,None
101184,M5,3.752,18.06,27.72,PASS,None
101185,M8,3.692,19.03,27.58,PASS,None
101186,M7,3.647,14.9,27.22,PASS,None
101187,M5,3.612,21.18,27.85,PASS,None
101188,M8,3.676,17.58,28.01,PASS,None
101189,M4,3.686,14.96,27.54,PASS,None
101190,M2,3.719,18.24,27.63,PASS,None
101191,M3,3.633,18.05,27.55,PASS,None
101192,M8,3.663,17.88,27.63,PASS,None
101193,M2,3.739,19.49,27.47,PASS,None
101194,M1,3.652,19.12,27.49,PASS,None
101195,M7,3.662,18.45,27.73,PASS,None
101196,M4,3.666,18.68,28.09,PASS,None
101197,M2,3.745,17.84,27.15,PASS,None
101198,M8,3.713,20.66,27.47,PASS,None
101199,M7,3.693,15.78,27.2,PASS,None
101200,M1,3.658,18.21,27.9,PASS,None
101201,M1,3.702,18.1,27.35,PASS,None
101202,M6,3.712,19.22,27.14,PASS,None
101203,M3,3.678,16.73,27.66,PASS,None
101204,M5,3.69,15.38,27.94,PASS,None
101205,M5,3.64,18.24,27.67,PASS,None
101206,M7,3.712,18.42,27.55,PASS,None
101207,M3,3.622,20.23,27.6,PASS,None
101208,M5,3.648,16.09,27.85,PASS,None
101209,M7,3.643,19.73,27.28,PASS,None
101210,M4,3.661,21.55,27.47,PASS,None
101211,M2,3.688,17.43,27.39,PASS,None
101212,M6,3.695,16.06,27.21,PASS,None
101213,M3,3.667,17.39,27.42,PASS,None
101214,M2,3.681,18.02,27.78,PASS,None
101215,M2,3.686,18.85,27.64,PASS,None
101216,M6,3.669,17.11,27.66,PASS,None
101217,M7,3.692,20.33,27.54,PASS,None
101218,M1,3.694,16.33,27.63,PASS,None
101219,M8,3.675,15.39,27.3,PASS,None
101220,M4,3.656,19.66,27.42,PASS,None
101221,M3,3.725,14.59,27.55,PASS,None
101222,M4,3.694,17.69,27.57,PASS,None
101223,M2,3.708,22.68,27.58,PASS,None
101224,M7,3.703,17.98,27.47,PASS,None
101225,M1,3.676,16.32,27.41,PASS,None
101226,M2,3.666,17.91,28.29,PASS,None
101227,M6,3.684,17.92,27.73,PASS,None
101228,M8,3.655,18.24,27.6,PASS,None
101229,M5,3.718,18.99,27.44,PASS,None
101230,M2,3.704,16.44,27.39,PASS,None
101231,M2,3.706,20.53,27.47,PASS,None
101232,M8,3.695,18.37,27.57,PASS,None
101233,M4,3.711,19.09,27.03,PASS,None
101234,M1,3.652,17.06,27.11,PASS,None
101235,M2,3.663,19.93,27.34,PASS,None
101236,M4,3.684,17.61,27.55,PASS,None
101237,M1,3.695,18.42,27.44,PASS,None
101238,M5,3.672,16.6,27.87,PASS,None
101239,M2,3.675,16.5,27.13,PASS,None
101240,M6,3.733,19.03,27.31,PASS,None
101241,M3,3.656,17.33,27.88,PASS,None
101242,M8,3.712,16.72,27.53,PASS,None
101243,M4,3.699,17.04,27.72,PASS,None
101244,M4,3.675,19.05,28.01,PASS,None
101245,M3,3.668,17.06,27.33,PASS,None
101246,M8,3.638,17.82,27.48,PASS,None
101247,M8,3.691,18.02,27.43,PASS,None
101248,M8,3.675,15.12,27.01,PASS,None
101249,M3,3.718,15.79,27.42,PASS,None
101250,M4,3.69,18.5,27.72,PASS,None
101251,M7,3.653,16.89,27.64,PASS,None
101252,M6,3.748,19.59,27.65,PASS,None
101253,M8,3.683,19.45,27.41,PASS,None
101254,M6,3.704,19.08,27.34,PASS,None
101255,M4,3.646,20.73,27.82,PASS,None
101256,M6,3.666,17.88,27.38,PASS,None
101257,M3,3.655,18.97,27.57,PASS,None
101258,M5,3.691,17.12,27.54,PASS,None
101259,M6,3.622,21.68,27.87,PASS,None
101260,M4,3.67,20.98,27.74,PASS,None
101261,M6,3.697,18.02,27.18,PASS,None
101262,M3,3.648,18.58,27.2,PASS,None
101263,M2,3.691,20.04,27.64,PASS,None
101264,M7,3.674,17.78,27.48,PASS,None
101265,M3,3.673,17.02,27.39,PASS,None
101266,M7,3.653,19.31,27.75,PASS,None
101267,M8,3.643,18.12,27.55,PASS,None
101268,M7,3.696,18.27,27.51,PASS,None
101269,M1,3.692,16.75,27.69,PASS,None
101270,M2,3.702,15.42,27.41,PASS,None
101271,M5,3.641,18.35,27.89,PASS,None
101272,M6,3.679,19.36,27.3,PASS,None
101273,M6,3.664,17.66,27.66,PASS,None
101274,M3,3.687,20.15,27.86,PASS,None
101275,M8,3.638,16.94,27.16,PASS,None
101276,M7,3.696,16.42,27.41,PASS,None
101277,M3,3.709,17.9,27.79,PASS,None
101278,M7,3.668,17.88,27.79,PASS,None
101279,M2,3.654,19.15,27.46,PASS,None
101280,M4,3.653,16.84,27.32,PASS,None
101281,M5,3.725,20.05,27.74,PASS,None
101282,M5,3.668,20.95,27.8,PASS,None
101283,M7,3.674,17.94,27.21,PASS,None
101284,M3,3.646,19.87,27.2,PASS,None
101285,M2,3.641,16.42,27.56,PASS,None
101286,M2,3.673,19.61,27.66,PASS,None
101287,M1,3.69,19.57,27.43,PASS,None
101288,M2,3.649,19.3,27.67,PASS,None
101289,M2,3.684,17.98,27.32,PASS,None
101290,M4,3.677,13.57,26.97,PASS,None
101291,M8,3.645,17.04,27.39,PASS,None
101292,M3,3.688,17.06,27.52,PASS,None
101293,M6,3.69,16.53,27.43,PASS,None
101294,M8,3.652,18.18,27.21,PASS,None
101295,M8,3.613,17.37,27.05,PASS,None
101296,M5,3.72,16.76,27.37,PASS,None
101297,M2,3.655,16.41,27.72,PASS,None
101298,M7,3.713,16.93,27.81,PASS,None
101299,M1,3.69,19.68,27.8,PASS,None
101300,M6,3.677,17.01,27.3,PASS,None
101301,M8,3.727,17.23,27.21,PASS,None
101302,M7,3.636,17.31,27.62,PASS,None
101303,M1,3.647,18.51,27.66,PASS,None
101304,M7,3.661,18.68,27.6,PASS,None
101305,M4,3.678,13.43,27.0,PASS,None
101306,M7,3.666,19.53,27.28,PASS,None
101307,M7,3.668,20.15,27.49,PASS,None
101308,M5,3.684,16.42,27.62,PASS,None
101309,M7,3.644,16.54,27.69,PASS,None
101310,M3,3.732,17.32,27.54,PASS,None
101311,M8,3.689,16.87,27.58,PASS,None
101312,M4,3.641,18.34,27.52,PASS,None
101313,M1,3.687,15.08,27.67,PASS,None
101314,M2,3.596,16.32,27.58,PASS,None
101315,M8,3.699,20.31,27.52,PASS,None
101316,M2,3.638,16.61,27.43,PASS,None
101317,M4,3.747,19.87,27.52,PASS,None
101318,M8,3.656,18.53,27.62,PASS,None
101319,M6,3.713,15.29,27.57,PASS,None
101320,M5,3.737,18.95,27.6,PASS,None
101321,M3,3.663,17.82,27.84,PASS,None
101322,M1,3.617,17.32,27.57,PASS,None
101323,M7,3.674,18.37,27.34,PASS,None
101324,M4,3.68,18.71,27.72,PASS,None
101325,M4,3.687,19.06,27.16,PASS,None
101326,M6,3.648,19.77,27.23,PASS,None
101327,M2,3.775,18.61,27.58,PASS,None
101328,M4,3.619,15.94,27.63,PASS,None
101329,M2,3.745,17.29,27.19,PASS,None
101330,M6,3.665,22.41,27.4,PASS,None
101331,M2,3.617,19.09,27.35,PASS,None
101332,M1,3.664,21.55,27.38,PASS,None
101333,M3,3.658,20.09,27.74,PASS,None
101334,M3,3.695,18.36,27.68,PASS,None
101335,M1,3.597,18.45,27.5,PASS,None
101336,M2,3.689,17.95,27.36,PASS,None
101337,M6,3.657,15.39,27.16,PASS,None
101338,M8,3.657,18.03,27.86,PASS,None
101339,M7,3.661,19.82,27.65,PASS,None
101340,M5,3.639,17.1,27.32,PASS,None
101341,M5,3.654,18.62,27.68,PASS,None
101342,M4,3.665,19.28,27.48,PASS,None
101343,M6,3.695,16.64,27.43,PASS,None
101344,M3,3.599,17.32,27.61,PASS,None
101345,M8,3.693,16.47,27.31,PASS,None
101346,M8,3.674,16.77,27.41,PASS,None
101347,M3,3.627,16.07,27.53,PASS,None
101348,M4,3.663,16.65,27.38,PASS,None
101349,M7,3.674,20.13,27.67,PASS,None
101350,M3,3.686,16.63,27.97,PASS,None
101351,M7,3.647,18.19,27.31,PASS,None
101352,M2,3.696,17.25,27.08,PASS,None
101353,M1,3.697,19.77,27.0,PASS,None
101354,M4,3.683,19.97,27.46,PASS,None
101355,M2,3.677,19.3,27.33,PASS,None
101356,M8,3.701,18.46,27.55,PASS,None
101357,M1,3.631,17.65,27.53,PASS,None
101358,M1,3.681,16.21,27.1,PASS,None
101359,M2,3.665,20.92,27.05,PASS,None
101360,M6,3.665,16.86,27.57,PASS,None
101361,M6,3.725,19.0,27.53,PASS,None
101362,M1,3.68,19.59,27.39,PASS,None
101363,M2,3.638,17.17,27.09,PASS,None
101364,M2,3.684,19.56,27.62,PASS,None
101365,M4,3.695,19.15,27.82,PASS,None
101366,M3,3.679,20.59,27.57,PASS,None
101367,M2,3.718,17.3,27.29,PASS,None
101368,M8,3.684,16.07,27.51,PASS,None
101369,M2,3.672,17.24,27.16,PASS,None
101370,M6,3.654,18.31,27.76,PASS,None
101371,M6,3.73,18.09,27.52,PASS,None
101372,M6,3.625,17.41,27.06,PASS,None
101373,M6,3.657,15.14,27.42,PASS,None
101374,M7,3.692,18.71,27.62,PASS,None
101375,M6,3.649,20.96,27.42,PASS,None
101376,M1,3.722,18.7,27.43,PASS,None
101377,M1,3.714,18.91,27.19,PASS,None
101378,M1,3.664,18.86,27.64,PASS,None
101379,M6,3.709,18.6,27.34,PASS,None
101380,M3,3.717,19.4,26.96,PASS,None
101381,M6,3.641,18.59,27.41,PASS,None
101382,M6,3.68,17.53,27.75,PASS,None
101383,M5,3.67,16.81,27.4,PASS,None
101384,M4,3.651,17.63,27.93,PASS,None
101385,M8,3.704,18.47,27.61,PASS,None
101386,M5,3.679,17.53,27.58,PASS,None
101387,M2,3.668,18.47,27.47,PASS,None
101388,M7,3.693,18.66,27.48,PASS,None
101389,M1,3.708,19.25,27.43,PASS,None
101390,M1,3.674,19.92,27.42,PASS,None
101391,M6,3.679,18.12,27.63,PASS,None
101392,M6,3.682,16.04,27.27,PASS,None
101393,M3,3.68,17.48,27.23,PASS,None
101394,M8,3.664,18.07,27.22,PASS,None
101395,M4,3.755,15.25,28.01,PASS,None
101396,M3,3.67,20.08,27.63,PASS,None
101397,M8,3.724,18.21,27.58,PASS,None
101398,M7,3.665,18.57,27.24,PASS,None
101399,M7,3.595,20.05,27.66,PASS,None
101400,M8,3.647,17.05,27.47,PASS,None
101401,M7,3.67,18.86,27.55,PASS,None
101402,M4,3.593,17.84,27.26,PASS,None
101403,M7,3.677,17.72,27.54,PASS,None
101404,M2,3.62,16.84,27.39,PASS,None
101405,M6,3.734,20.5,27.31,PASS,None
101406,M6,3.625,17.44,27.68,PASS,None
101407,M5,3.666,19.05,27.12,PASS,None
101408,M3,3.704,15.19,27.64,PASS,None
101409,M4,3.683,19.77,27.67,PASS,None
101410,M2,3.724,19.58,27.28,PASS,None
101411,M4,3.633,18.15,27.29,PASS,None
101412,M1,3.676,17.66,27.44,PASS,None
101413,M5,3.627,18.6,27.57,PASS,None
101414,M6,3.7,21.43,27.46,PASS,None
101415,M4,3.681,15.36,27.61,PASS,None
101416,M8,3.682,19.17,27.94,PASS,None
101417,M1,3.677,16.63,27.37,PASS,None
101418,M5,3.714,17.97,27.07,PASS,None
101419,M4,3.672,17.63,27.71,PASS,None
101420,M1,3.677,17.36,27.92,PASS,None
101421,M2,3.679,17.98,27.6,PASS,None
101422,M6,3.623,16.3,27.23,PASS,None
101423,M7,3.676,19.54,27.47,PASS,None
101424,M6,3.639,15.31,27.22,PASS,None
101425,M3,3.658,18.81,27.66,PASS,None
101426,M1,3.694,17.51,27.16,PASS,None
101427,M6,3.716,16.24,27.42,PASS,None
101428,M1,3.692,18.3,27.25,PASS,None
101429,M6,3.727,15.66,27.53,PASS,None
101430,M5,3.662,18.06,27.41,PASS,None
101431,M7,3.712,15.87,27.54,PASS,None
101432,M4,3.685,18.69,27.51,PASS,None
101433,M3,3.655,16.61,27.25,PASS,None
101434,M4,3.709,17.32,27.66,PASS,None
101435,M7,3.663,18.44,27.49,PASS,None
101436,M8,3.672,16.84,27.25,PASS,None
101437,M3,3.687,17.91,28.06,PASS,None
101438,M3,3.716,15.73,27.62,PASS,None
101439,M7,3.696,18.95,27.46,PASS,None
101440,M6,3.67,20.65,27.85,PASS,None
101441,M3,3.661,22.19,27.96,PASS,None
101442,M6,3.707,18.14,27.46,PASS,None
101443,M8,3.692,19.18,27.59,PASS,None
101444,M3,3.688,15.33,27.25,PASS,None
101445,M3,3.634,20.25,27.46,PASS,None
101446,M4,3.667,19.16,27.45,PASS,None
101447,M1,3.744,17.27,27.55,PASS,None
101448,M3,3.673,19.86,27.58,PASS,None
101449,M6,3.645,17.62,27.64,PASS,None
101450,M8,3.682,17.31,27.56,PASS,None
101451,M4,3.692,18.71,27.2,PASS,None
101452,M5,3.666,16.4,27.27,PASS,None
101453,M4,3.693,19.53,27.36,PASS,None
101454,M8,3.719,16.42,27.43,PASS,None
101455,M4,3.668,16.42,27.76,PASS,None
101456,M7,3.686,16.64,27.21,PASS,None
101457,M1,3.65,19.14,27.41,PASS,None
101458,M8,3.697,17.07,27.74,PASS,None
101459,M1,3.699,15.98,27.43,PASS,None
101460,M4,3.681,17.09,27.62,PASS,None
101461,M5,3.673,17.95,27.47,PASS,None
101462,M7,3.637,16.23,27.56,PASS,None
101463,M3,3.688,16.27,27.44,PASS,None
101464,M2,3.671,21.17,27.67,PASS,None
101465,M3,3.654,16.71,27.11,PASS,None
101466,M7,3.712,17.52,27.41,PASS,None
101467,M1,3.66,17.45,27.57,PASS,None
101468,M8,3.707,17.37,27.63,PASS,None
101469,M3,3.693,18.93,27.87,PASS,None
101470,M2,3.683,19.42,27.4,PASS,None
101471,M6,3.686,17.54,27.87,PASS,None
101472,M3,3.625,16.15,27.34,PASS,None
101473,M1,3.71,19.91,27.83,PASS,None
101474,M3,3.71,17.86,27.7,PASS,None
101475,M7,3.688,20.6,27.27,PASS,None
101476,M5,3.674,14.63,27.58,PASS,None
101477,M3,3.69,18.29,27.49,PASS,None
101478,M1,3.702,20.88,27.66,PASS,None
101479,M1,3.672,17.47,27.44,PASS,None
101480,M4,3.682,17.66,27.42,PASS,None
101481,M8,3.63,18.44,27.84,PASS,None
101482,M1,3.693,17.16,27.48,PASS,None
101483,M4,3.667,17.53,27.71,PASS,None
101484,M1,3.697,17.49,27.44,PASS,None
101485,M3,3.642,17.06,27.92,PASS,None
101486,M6,3.696,19.84,27.33,PASS,None
101487,M7,3.705,18.69,27.35,PASS,None
101488,M3,3.647,18.38,27.88,PASS,None
101489,M1,3.681,19.21,27.39,PASS,None
101490,M6,3.722,17.6,27.9,PASS,None
101491,M2,3.707,16.84,27.72,PASS,None
101492,M2,3.698,17.1,27.46,PASS,None
101493,M7,3.647,18.0,27.05,PASS,None
101494,M1,3.701,16.41,27.5,PASS,None
101495,M8,3.694,17.25,27.53,PASS,None
101496,M7,3.686,17.23,27.79,PASS,None
101497,M6,3.656,21.19,27.9,PASS,None
101498,M8,3.732,13.84,27.33,PASS,None
101499,M5,3.609,17.73,27.7,PASS,None
